,venue.name,venue.location.lat,venue.location.lng,venue.location.distance,venue_type,Beach,Ethiopian restaurant,Indian restaurant,Italian restaurant,Lake,Mexican restaurant,Scenic lookout,Thai restaurant,Waterfall
141,The Water,38.06430033503749,-122.17643150433982,36964,Thai restaurant,0,0,0,0,0,0,0,1,0
142,The Creamery,37.77737244366497,-122.39514999003865,1817,Thai restaurant,0,0,0,0,0,0,0,1,0
143,City of Pacifica,37.61485953404256,-122.48616960856276,20425,Thai restaurant,0,0,0,0,0,0,0,1,0
144,Gray Whale Cove Trail,37.558346,-122.51367,27164,Thai restaurant,0,0,0,0,0,0,0,1,0
145,The Great Highway,37.75278,-122.5089,9518,Thai restaurant,0,0,0,0,0,0,0,1,0
146,Foster City - SF Bay Trail,37.55722100499494,-122.25210345666962,29265,Thai restaurant,0,0,0,0,0,0,0,1,0
147,Coastal Ops,37.40619872059379,-122.4209976196289,42545,Thai restaurant,0,0,0,0,0,0,0,1,0
148,Limantour Beach,38.043266227545864,-122.78831765290761,43663,Thai restaurant,0,0,0,0,0,0,0,1,0
149,Susuin Cut,38.11324632345737,-122.10619221469705,44966,Thai restaurant,0,0,0,0,0,0,0,1,0
150,Cafe Capriccio,37.80382372230624,-122.41322481588632,1744,Thai restaurant,0,0,0,0,0,0,0,1,0
151,Moss Beach Distillery,37.51772755183283,-122.51280963420868,31440,Thai restaurant,0,0,0,0,0,0,0,1,0
152,Hokali,37.769166445593704,-122.45817638933659,4704,Thai restaurant,0,0,0,0,0,0,0,1,0
153,Parking Baker Beach,37.79414823197996,-122.4781483776165,5986,Thai restaurant,0,0,0,0,0,0,0,1,0
154,South Beach Marina Pool,37.78195322437456,-122.3895306315394,1975,Thai restaurant,0,0,0,0,0,0,0,1,0
155,Sweetie's Art Bar,37.80468840577923,-122.41296128912155,1837,Thai restaurant,0,0,0,0,0,0,0,1,0
156,Pacific View,37.641160742834984,-122.4913538632353,17859,Thai restaurant,0,0,0,0,0,0,0,1,0
157,Sunset Shapers,37.753166,-122.505264,9210,Thai restaurant,0,0,0,0,0,0,0,1,0
158,BoardSports School - Alameda,37.76260952622924,-122.2720664657042,12511,Thai restaurant,0,0,0,0,0,0,0,1,0
159,Surf Camp Pacifica,37.59670536410829,-122.5037386564628,22854,Thai restaurant,0,0,0,0,0,0,0,1,0
160,Wind Over Water,37.59049982564689,-122.33950044236664,22889,Thai restaurant,0,0,0,0,0,0,0,1,0
161,Stinson Beach Park,37.89437942354413,-122.6350944763846,23005,Thai restaurant,0,0,0,0,0,0,0,1,0
162,California Windsurfing,37.55592436006306,-122.26757526397705,28770,Thai restaurant,0,0,0,0,0,0,0,1,0
163,El Granada Beach,37.49746950215633,-122.46580123901367,32739,Thai restaurant,0,0,0,0,0,0,0,1,0
164,The Chowder Hut,37.80880771718759,-122.41563030758492,2327,Thai restaurant,0,0,0,0,0,0,0,1,0
165,South Beach Yacht Club,37.77992121386115,-122.38774326797153,2208,Thai restaurant,0,0,0,0,0,0,0,1,0
166,Breakers Cafe,37.89839741231138,-122.63909363089637,23537,Thai restaurant,0,0,0,0,0,0,0,1,0
167,Foster City Levee,37.56513507033072,-122.25292128120377,28458,Thai restaurant,0,0,0,0,0,0,0,1,0
168,City of Sausalito,37.85786727365987,-122.48045447073436,9889,Thai restaurant,0,0,0,0,0,0,0,1,0
169,South Beach Marina Apartments,37.78239522452592,-122.3892519486836,1981,Thai restaurant,0,0,0,0,0,0,0,1,0
170,City of Montara,37.54109837035512,-122.5128342693211,28958,Thai restaurant,0,0,0,0,0,0,0,1,0
171,City of Moss Beach,37.52693409933841,-122.51295583349257,30463,Thai restaurant,0,0,0,0,0,0,0,1,0
172,Hookah Palace,37.657548999999996,-122.071554,33204,Thai restaurant,0,0,0,0,0,0,0,1,0
173,City of Half Moon Bay,37.466661737175556,-122.43323459497434,35860,Thai restaurant,0,0,0,0,0,0,0,1,0
174,Tony’s Pizza Napoletana,37.80038714317991,-122.40914575479546,1350,Thai restaurant,0,0,0,0,0,0,0,1,0
175,21st Amendment Brewery & Restaurant,37.78234640506517,-122.39258776252451,1709,Thai restaurant,0,0,0,0,0,0,0,1,0
176,The Pub at Ghirardelli Square,37.80634592585518,-122.42275001733996,2279,Thai restaurant,0,0,0,0,0,0,0,1,0
177,Southside Spirit House,37.78722038033328,-122.39763905462681,1137,Thai restaurant,0,0,0,0,0,0,0,1,0
178,Pasta Moon Ristorante & Bar,37.46557148230346,-122.42880024847882,35961,Thai restaurant,0,0,0,0,0,0,0,1,0
179,Kells Irish Restaurant & Bar,37.79642703413752,-122.40431614281337,1055,Thai restaurant,0,0,0,0,0,0,0,1,0
180,2AM Club,37.89724995613243,-122.53723190037353,16468,Thai restaurant,0,0,0,0,0,0,0,1,0
181,Sequoians Clothes Free Club,37.78487632395024,-122.062246799469,30639,Thai restaurant,0,0,0,0,0,0,0,1,0
0,Baker Beach,37.793355016553285,-122.48373985290527,6467,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
1,Ocean Beach,37.76629738605173,-122.51062951266728,9144,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
2,Marshall's Beach,37.801898032470135,-122.47890126992444,6204,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
3,China Beach,37.788089862931265,-122.49118566513062,7098,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
4,Rodeo Beach,37.83049717427869,-122.53669738769533,12051,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
5,Muir Beach,37.859619743894704,-122.57519458315342,16515,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
6,Robert W. Crown Memorial State Beach,37.7591884283176,-122.26424396038055,13270,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
7,Stinson Beach,37.89758306612806,-122.6411156647251,23642,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
8,Pacifica State Beach,37.59963768241174,-122.50142097473145,22476,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
9,Hyde Beach,37.80733425573182,-122.42254257202148,2368,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
10,East Beach,37.80612209172951,-122.45320558547974,4248,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
11,Mile Rock Beach,37.787268336058766,-122.50629425554153,8428,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
12,West Beach Crissy Field,37.80663387318886,-122.46835470199584,5483,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
13,Kirby Cove,37.82719226278575,-122.49000549316408,8224,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
14,Aquatic Park,37.80671490887718,-122.42289324933841,2321,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
15,Montara State Beach,37.54582779142543,-122.51490712165833,28516,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
16,Black Sand Beach,37.82462792812186,-122.50915412311632,9572,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
17,Edge Of The Western World,37.741546607905164,-122.50683876928079,9947,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
18,Gray Whale Cove State Beach,37.56441204734022,-122.51332052515518,26518,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
19,Temescal Regional Park,37.847600705112136,-122.23220984418955,17011,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
20,Mission Dolores Park,37.75998998481965,-122.4271184206009,3474,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
21,Point Lobos,37.78105,-122.51421,9159,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
22,Pelican Beach,37.73499682316978,-122.50719795642343,10374,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
23,Tennessee Beach,37.84162809843803,-122.5520984587998,13795,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
24,Crissy Field,37.804341954682855,-122.46535062789917,5144,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
25,Crab Cove,37.76910914059176,-122.27773088774556,11875,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
26,Albany Bulb,37.88953114765932,-122.31875404717319,13857,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
27,Ocean Beach Trail,37.7478681660398,-122.50829279422761,9711,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
28,Pirates Cove,37.85403020160595,-122.56237646540437,15228,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
29,Thornton State Beach,37.69819529294958,-122.49573098638362,12525,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
30,Fort Funston,37.714986930252145,-122.50263342459404,11504,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
31,Batteries To Bluffs Trail,37.80001434735277,-122.47975409030914,6230,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
32,Keller Beach,37.911002017338255,-122.37719831669635,13969,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
33,Half Moon Bay State Beach,37.46717,-122.446884,35891,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
34,Rockaway Beach,37.610882844563676,-122.4966949224472,21158,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
35,Seeger Beach,37.729842,-122.506875,10690,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
36,Miramar Beach,37.49185985291694,-122.45824813842772,33266,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
37,South Shore Beach,37.75460163348428,-122.25130024979092,14502,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
38,Cowell Ranch Beach & Trailhead,37.42211055505695,-122.42631644010544,40787,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
39,Sharp Park Beach,37.62836344273224,-122.49480128288269,19289,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
40,Golden Gate Park,37.76973638665379,-122.48204941686708,6625,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
41,Mussel Rock Park,37.66620625697491,-122.49464777604625,15479,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
42,Alameda Beach,37.76092626065399,-122.26927955696185,12794,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
43,Coyote Point Beach,37.58967456176561,-122.32611179351805,23326,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
44,Lake Anza,37.895589,-122.251105,18411,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
45,"Sea Drift, Stinson Beach",37.90620037982175,-122.66089866349535,25626,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
46,Bolinas Beach,37.906735890688026,-122.68451186882724,27458,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
47,Tennessee Valley Trail,37.85782904744192,-122.53860712051392,13667,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
48,Point Emery Park,37.84619631308764,-122.29998580021234,11661,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
49,McNear's Beach,37.991922249455016,-122.452648131061,22967,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
50,Shelter Cove,37.59727028292145,-122.5137073179465,23127,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
51,Crab Cove Visitor Center,37.76893182609721,-122.27817720892399,11840,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
52,China Camp State Park,38.00632726106372,-122.49444881782223,25366,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
53,Surfer's Beach,37.49950385352887,-122.4683654308319,32550,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
54,Crissy Windsurf Launch,37.805742057813774,-122.45134884694589,4084,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
55,Java Beach Cafe,37.7603680246456,-122.5092716253621,9230,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
56,Berkeley Beach,37.8588882138289,-122.3016745246855,12381,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
57,Dunes Beach,37.48382499826313,-122.45242697745681,34094,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
58,Half Moon Bay Beach at Mirada,37.49496691858982,-122.4625825881958,32974,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
59,James V. Fitzgerald Marine Reserve,37.524128777882005,-122.5163153689583,30850,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
60,Venice Beach,37.48020145562883,-122.45006060464823,34474,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
61,Poplar State Beach,37.45529743677198,-122.44484782218933,37192,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
62,Sotto Mare Oysteria and Seafood Restaurant,37.799624753044924,-122.40835693948438,1274,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
63,Coastal Trail,37.83493019713665,-122.53884024006486,12423,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
64,Esplanade Beach,37.654349499947195,-122.49287371848331,16581,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
65,Foster City Beach On The Bay,37.57075896374043,-122.26924702954213,27226,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
66,Roosevelt Beach,37.48855537935421,-122.45460532009255,33592,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
67,Manhattan Beach,37.42987883543962,-122.43998765945435,39983,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
68,San Quentin Beach,37.941923461933904,-122.48223426674141,18226,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
69,Mavericks Beach,37.49808070074103,-122.49615653022285,33177,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
70,Redondo Beach,37.43905499509912,-122.44326745946826,38984,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
71,15 Romolo,37.79813384627597,-122.40637986504598,1153,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
72,Benicia Pier,38.045059409639215,-122.16226755903449,35946,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
73,The Jetty,37.50126345549698,-122.47159925834862,32403,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
74,Limantour Beach,37.944965800092604,-122.50366396730139,19266,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
75,Shorebird Park,37.86264615486329,-122.31583106949309,11738,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
76,Caffé Greco,37.799034844291626,-122.4083890485705,1209,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
77,Tunitas Beach,37.35658170883957,-122.39978671073912,48067,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
78,Mount Tamalpais State Park,37.906226275725324,-122.61395958130016,22185,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
79,Beachside Coffee Bar & Kitchen,37.760416599983266,-122.50822543606135,9141,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
80,Martin's Beach,37.37508536067294,-122.40839123725891,45998,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
81,Marin Headlands,37.83331046947234,-122.49373912811278,8871,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
82,Coyote Point County Park,37.587625665977896,-122.32508182525635,23572,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
83,"The Ritz-Carlton, Half Moon Bay",37.433845470347855,-122.44144307605745,39551,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
84,The End of the Earth,37.7635644843513,-122.50983379955152,9163,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
85,Middle Beach,37.759219600266086,-122.50800992863067,9170,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
86,Quarry Lakes Niles Beach Area,37.58777197603941,-122.00240247539767,42316,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
87,Kelly's Cove,37.77623449045482,-122.51192805920552,9024,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
88,Bar Bocce,37.859645217707595,-122.48482187566397,10285,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
89,South Shore Beach & Tennis Club,37.76440062431563,-122.27019202639698,12628,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
90,Pacific Ocean,37.779358,-122.51585,9321,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
91,Seal Rock Inn,37.77971061011805,-122.50934389614109,8748,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
92,Lobos Valley Overlook,37.787979638314894,-122.47589707374573,5753,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
93,Vista 205 Beauty,37.3525618854547,-122.3990036820665,48516,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
94,Avenues San Francisco,37.74183435298139,-122.50480238934163,9778,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
95,Ballena Point,37.77103262374041,-122.28739909714332,11000,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
96,Parkside Cafe,37.897753129890724,-122.63976837505516,23551,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
97,Berry Sand Volleyball Court,37.771692,-122.397977,2152,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
98,757 Beach,37.806841418144046,-122.42331437843707,2351,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
99,Sunset state beach,37.804084525970694,-122.43278298882494,2632,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
100,The Presidio Of San Francisco,37.806677,-122.448637,3929,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
101,Clipper Cove Beach,37.81329306633966,-122.37089395523071,4458,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
102,Toxic Beach,37.754333609884796,-122.38307201318975,4485,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
103,Two Mile Surf Shop,37.90818343396018,-122.68704998364055,27731,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
104,Treasure Island Secret Beach,37.81209806594886,-122.36279377315411,4962,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
105,Carmel By The Sea,37.80736384386495,-122.47491037756765,6050,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
106,Quarry Beach,37.860772333839314,-122.41992891102126,8110,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
107,Cronkite Beach,37.838154783940475,-122.48358291183023,8491,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
108,Shell Beach,37.76976898060847,-122.5109334292663,9074,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
109,Swede's Beach,37.849202207626156,-122.48022784856828,9141,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
110,Starfish Fire Pit,37.76930921346743,-122.51165177406452,9147,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
111,Irving Dunes,37.76009295046746,-122.51139206536337,9416,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
112,Toll Plaza Beach,37.82487984225169,-122.3126588832286,9520,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
113,Rocky's Beach,37.85156133468494,-122.30010761074514,11992,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
114,GOLDEN GATE PARK SEGWAY RENTALS,37.7758367,-122.4907133,7192,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
115,Albany Beach,37.88905805601791,-122.30600734449207,14498,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
116,Acqua Beach,37.88965335237778,-122.51716076129694,14670,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
117,North Beach,37.79855296729771,-122.40731847728442,1175,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
118,BayFarm Beach,37.729314516958695,-122.24805966407973,15731,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
119,2801 Great Hwy Parking,37.734964,-122.507024,10363,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
120,Washington Park,37.77117703733877,-122.25753740778129,13592,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
121,Hula Hawaiian Shave Ice,37.75370847106555,-122.24828124572429,14784,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
122,Sand Ladder,37.79640456848644,-122.48070872916443,6241,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
123,Bubba Gump Shrimp Co.,37.8110504,-122.4104181,2532,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
124,Mickey's Beach,37.88935138191278,-122.63194300821863,22483,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
125,Tide Pools @ Linda Mar Beach,37.59643296746307,-122.50727891921996,22996,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
126,Stinson-Red Rocks Beach,37.89497642934278,-122.63852179544281,23298,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
127,Oceano Hotel & Spa,37.50394959415498,-122.48405606078309,32310,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
128,BayLink Ferry,38.00895187044783,-122.39237204843118,24614,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
129,Upper Kite Launch @ 3rd Ave,37.574480785682915,-122.28456974029541,26260,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
130,Warm Water Cove Park,37.754363215506096,-122.38336199175986,4469,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
131,Surfrider Pro/Am,37.598677132470016,-122.50262260437012,22614,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
132,Agate Beach,37.896988397608986,-122.70869321187718,28871,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
133,San Francisco Bay Front,37.56202572324037,-122.24905021249138,28927,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
134,Sandpiper Inn,37.897484545779555,-122.63836361681581,23430,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
135,The Cove on Castro,37.76196562256068,-122.43515377829809,3646,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
136,Seal Cove,37.5193146008514,-122.51401394605638,31302,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
137,Lower Point,37.501521126311296,-122.49322414398192,32746,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
138,Outer Sunset,37.75445488995902,-122.49622837511524,8432,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
139,Beach House Hotel Half Moon Bay,37.50207703049388,-122.47415471403943,32352,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
140,Elmar Beach,37.475368960611014,-122.44794845581055,34991,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
141,The Water,38.06430033503749,-122.17643150433982,36964,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
142,The Creamery,37.77737244366497,-122.39514999003865,1817,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
143,City of Pacifica,37.61485953404256,-122.48616960856276,20425,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
144,Gray Whale Cove Trail,37.558346,-122.51367,27164,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
145,The Great Highway,37.75278,-122.5089,9518,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
146,Foster City - SF Bay Trail,37.55722100499494,-122.25210345666962,29265,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
147,Coastal Ops,37.40619872059379,-122.4209976196289,42545,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
148,Limantour Beach,38.043266227545864,-122.78831765290761,43663,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
149,Susuin Cut,38.11324632345737,-122.10619221469705,44966,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
150,Cafe Capriccio,37.80382372230624,-122.41322481588632,1744,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
151,Moss Beach Distillery,37.51772755183283,-122.51280963420868,31440,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
152,Hokali,37.769166445593704,-122.45817638933659,4704,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
153,Parking Baker Beach,37.79414823197996,-122.4781483776165,5986,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
154,South Beach Marina Pool,37.78195322437456,-122.3895306315394,1975,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
155,Sweetie's Art Bar,37.80468840577923,-122.41296128912155,1837,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
156,Pacific View,37.641160742834984,-122.4913538632353,17859,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
157,Sunset Shapers,37.753166,-122.505264,9210,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
158,BoardSports School - Alameda,37.76260952622924,-122.2720664657042,12511,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
159,Surf Camp Pacifica,37.59670536410829,-122.5037386564628,22854,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
160,Wind Over Water,37.59049982564689,-122.33950044236664,22889,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
161,Stinson Beach Park,37.89437942354413,-122.6350944763846,23005,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
162,California Windsurfing,37.55592436006306,-122.26757526397705,28770,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
163,El Granada Beach,37.49746950215633,-122.46580123901367,32739,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
164,The Chowder Hut,37.80880771718759,-122.41563030758492,2327,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
165,South Beach Yacht Club,37.77992121386115,-122.38774326797153,2208,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
166,Breakers Cafe,37.89839741231138,-122.63909363089637,23537,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
167,Foster City Levee,37.56513507033072,-122.25292128120377,28458,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
168,City of Sausalito,37.85786727365987,-122.48045447073436,9889,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
169,South Beach Marina Apartments,37.78239522452592,-122.3892519486836,1981,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
170,City of Montara,37.54109837035512,-122.5128342693211,28958,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
171,City of Moss Beach,37.52693409933841,-122.51295583349257,30463,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
172,Hookah Palace,37.657548999999996,-122.071554,33204,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
173,City of Half Moon Bay,37.466661737175556,-122.43323459497434,35860,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
174,Tony’s Pizza Napoletana,37.80038714317991,-122.40914575479546,1350,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
175,21st Amendment Brewery & Restaurant,37.78234640506517,-122.39258776252451,1709,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
176,The Pub at Ghirardelli Square,37.80634592585518,-122.42275001733996,2279,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
177,Southside Spirit House,37.78722038033328,-122.39763905462681,1137,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
178,Pasta Moon Ristorante & Bar,37.46557148230346,-122.42880024847882,35961,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
179,Kells Irish Restaurant & Bar,37.79642703413752,-122.40431614281337,1055,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
180,2AM Club,37.89724995613243,-122.53723190037353,16468,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
181,Sequoians Clothes Free Club,37.78487632395024,-122.062246799469,30639,Ethiopian restaurant,0,1,0,0,0,0,0,0,0
